x1,x2,y
0.0,0.0,
0.0025062656641604,0.0025062656641604,-0.0001880943403901
0.0050125313283208,0.0050125313283208,-0.0006652991170067
0.0075187969924812,0.0075187969924812,-0.001382313620957
0.0100250626566416,0.0100250626566416,-0.0023128834898122
0.012531328320802,0.012531328320802,-0.0034386746192358
0.0150375939849624,0.0150375939849624,-0.0047455502828444
0.0175438596491228,0.0175438596491228,-0.0062219933330787
0.0200501253132832,0.0200501253132832,-0.0078582820463892
0.0225563909774436,0.0225563909774436,-0.0096460036056257
0.025062656641604,0.025062656641604,-0.0115777423631001
0.0275689223057644,0.0275689223057644,-0.0136468679039412
0.0300751879699248,0.0300751879699248,-0.0158473843274435
0.0325814536340852,0.0325814536340852,-0.0181738191984782
0.0350877192982456,0.0350877192982456,-0.0206211393491819
0.037593984962406,0.037593984962406,-0.0231846855092688
0.0401002506265664,0.0401002506265664,-0.0258601205341179
0.0426065162907268,0.0426065162907268,-0.0286433877001062
0.0451127819548872,0.0451127819548872,-0.0315306766136506
0.0476190476190476,0.0476190476190476,-0.0345183949855263
0.050125313283208,0.050125313283208,-0.0376031449970273
0.0526315789473684,0.0526315789473684,-0.0407817033125545
0.0551378446115288,0.0551378446115288,-0.0440510040247633
0.0576441102756892,0.0576441102756892,-0.047408123985032
0.0601503759398496,0.0601503759398496,-0.0508502700940366
0.06265664160401,0.06265664160401,-0.0543747682179615
0.0651629072681704,0.0651629072681704,-0.057979053464332
0.0676691729323308,0.0676691729323308,-0.0616606616037447
0.0701754385964912,0.0701754385964912,-0.0654172214641959
0.0726817042606516,0.0726817042606516,-0.0692464481562851
0.075187969924812,0.075187969924812,-0.0731461370124853
0.0776942355889724,0.0776942355889724,-0.0771141581435083
0.0802005012531328,0.0802005012531328,-0.0811484515307159
0.0827067669172932,0.0827067669172932,-0.0852470225864179
0.0852130325814536,0.0852130325814536,-0.0894079381243961
0.087719298245614,0.087719298245614,-0.0936293226916147
0.0902255639097744,0.0902255639097744,-0.0979093552191928
0.0927318295739348,0.0927318295739348,-0.1022462659566296
0.0952380952380952,0.0952380952380952,-0.1066383336582075
0.0977443609022556,0.0977443609022556,-0.111083882994651
0.100250626566416,0.100250626566416,-0.1155812821666158
0.1027568922305764,0.1027568922305764,-0.1201289406995533
0.1052631578947368,0.1052631578947368,-0.1247253074020218
0.1077694235588972,0.1077694235588972,-0.1293688684716792
0.1102756892230576,0.1102756892230576,-0.1340581457350463
0.112781954887218,0.112781954887218,-0.1387916950087334
0.1152882205513784,0.1152882205513784,-0.1435681045712032
0.1177944862155388,0.1177944862155388,-0.1483859937353467
0.1203007518796992,0.1203007518796992,-0.153244011513196
0.1228070175438596,0.1228070175438596,-0.1581408353650086
0.12531328320802,0.12531328320802,-0.1630751700257628
0.1278195488721804,0.1278195488721804,-0.1680457464028041
0.1303258145363408,0.1303258145363408,-0.1730513205390044
0.1328320802005012,0.1328320802005012,-0.1780906726363438
0.1353383458646616,0.1353383458646616,-0.1831626061353074
0.137844611528822,0.137844611528822,-0.1882659468459246
0.1403508771929824,0.1403508771929824,-0.1933995421266569
0.1428571428571428,0.1428571428571428,-0.198562260107685
0.1453634085213032,0.1453634085213032,-0.2037529889554508
0.1478696741854636,0.1478696741854636,-0.2089706361755832
0.150375939849624,0.150375939849624,-0.2142141279515815
0.1528822055137844,0.1528822055137844,-0.2194824085168526
0.1553884711779448,0.1553884711779448,-0.2247744395578954
0.1578947368421052,0.1578947368421052,-0.2300891996466063
0.1604010025062656,0.1604010025062656,-0.2354256836998405
0.162907268170426,0.162907268170426,-0.2407829024645136
0.1654135338345864,0.1654135338345864,-0.246159882026656
0.1679197994987468,0.1679197994987468,-0.2515556633429611
0.1704260651629072,0.1704260651629072,-0.2569693017934689
0.1729323308270676,0.1729323308270676,-0.2623998667541374
0.175438596491228,0.175438596491228,-0.2678464411881355
0.1779448621553884,0.1779448621553884,-0.2733081212547826
0.1804511278195488,0.1804511278195488,-0.2787840159351329
0.1829573934837092,0.1829573934837092,-0.2842732466732716
0.1854636591478696,0.1854636591478696,-0.2897749470324577
0.18796992481203,0.18796992481203,-0.2952882623653035
0.1904761904761904,0.1904761904761904,-0.3008123494972394
0.1929824561403508,0.1929824561403508,-0.3063463764225573
0.1954887218045112,0.1954887218045112,-0.3118895220123759
0.1979949874686716,0.1979949874686716,-0.3174409757339135
0.200501253132832,0.200501253132832,-0.3229999373804902
0.2030075187969924,0.2030075187969924,-0.3285656168117198
0.2055137844611528,0.2055137844611528,-0.3341372337033876
0.2080200501253132,0.2080200501253132,-0.339714017306534
0.2105263157894736,0.2105263157894736,-0.3452952062153018
0.213032581453634,0.213032581453634,-0.3508800481431249
0.2155388471177944,0.2155388471177944,-0.3564677997068638
0.2180451127819548,0.2180451127819548,-0.3620577262185172
0.2205513784461152,0.2205513784461152,-0.3676491014841574
0.2230576441102756,0.2230576441102756,-0.3732412076097615
0.225563909774436,0.225563909774436,-0.3788333348136238
0.2280701754385964,0.2280701754385964,-0.3844247812450588
0.2305764411027568,0.2305764411027568,-0.3900148528091132
0.2330827067669172,0.2330827067669172,-0.3956028629970263
0.2355889724310776,0.2355889724310776,-0.4011881327221901
0.238095238095238,0.238095238095238,-0.4067699901613726
0.2406015037593984,0.2406015037593984,-0.4123477706009824
0.2431077694235588,0.2431077694235588,-0.4179208162881639
0.2456140350877192,0.2456140350877192,-0.4234884762865206
0.2481203007518796,0.2481203007518796,-0.4290501063362804
0.2506265664160401,0.2506265664160401,-0.4346050687187178
0.2531328320802005,0.2531328320802005,-0.4401527321246665
0.2556390977443609,0.2556390977443609,-0.4456924715269559
0.2581453634085213,0.2581453634085213,-0.4512236680566188
0.2606516290726817,0.2606516290726817,-0.4567457088827228
0.2631578947368421,0.2631578947368421,-0.4622579870956856
0.2656641604010025,0.2656641604010025,-0.4677599015939384
0.2681704260651629,0.2681704260651629,-0.4732508569738155
0.2706766917293233,0.2706766917293233,-0.4787302634225434
0.2731829573934837,0.2731829573934837,-0.4841975366142175
0.2756892230576441,0.2756892230576441,-0.4896520976086554
0.2781954887218045,0.2781954887218045,-0.4950933727530209
0.2807017543859649,0.2807017543859649,-0.50052079358612
0.2832080200501253,0.2832080200501253,-0.5059337967452713
0.2857142857142857,0.2857142857142857,-0.5113318238756603
0.2882205513784461,0.2882205513784461,-0.5167143215420903
0.2907268170426065,0.2907268170426065,-0.5220807411430443
0.2932330827067669,0.2932330827067669,-0.5274305388269815
0.2957393483709273,0.2957393483709273,-0.5327631754107871
0.2982456140350877,0.2982456140350877,-0.5380781163003054
0.3007518796992481,0.3007518796992481,-0.5433748314128859
0.3032581453634085,0.3032581453634085,-0.5486527951018713
0.3057644110275689,0.3057644110275689,-0.5539114860829686
0.3082706766917293,0.3082706766917293,-0.5591503873624362
0.3107769423558897,0.3107769423558897,-0.5643689861670308
0.3132832080200501,0.3132832080200501,-0.5695667738756559
0.3157894736842105,0.3157894736842105,-0.5747432459526576
0.3182957393483709,0.3182957393483709,-0.579897901882714
